"","X","id","load_entry_id","file_descriptor","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"446910",446910,3487133,-2140141508,"3c",NA,12875,12875,12875,"36 months","12.99%",433.75,"B","B5","Driver","1 year","MORTGAGE",45000,"Verified","Feb-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","323xx","FL",10.24,0,"Jul-2001",0,37,NA,13,0,9071,"25.3%",18,"w",0,0,13898.8,13898.8,12875,1023.8,0,0,0,"Oct-2014",10862.55,"","Feb-2017",0,55,1,"Individual",NA,NA,"",0,200,9071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35900,NA,NA,NA,6,756,14433,30.9,0,0,93,151,7,7,2,7,NA,8,NA,1,6,11,6,7,1,12,15,11,12,0,0,0,3,93.7,0,0,0,35900,9071,20900,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"138542",138542,3701251,-2140141507,"3d",NA,15000,15000,15000,"36 months","9.17%",478.19,"B","B2","","n/a","OWN",50000,"Not Verified","Aug-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","337xx","FL",4.69,0,"Apr-1994",1,62,NA,4,0,5919,"43.8%",11,"w",0,0,15698.36,15698.36,15000,698.36,0,0,0,"Feb-2016",13206,"","Dec-2016",0,62,1,"Individual",NA,NA,"",0,0,5919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,NA,NA,NA,0,1973,3494,34.1,0,0,114,255,30,30,0,30,62,6,62,1,2,3,3,7,1,4,9,3,4,0,0,0,0,100,0,0,0,13500,5919,5300,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"306338",306338,3328064,-2140141508,"3c",NA,12000,12000,12000,"36 months","12.49%",401.39,"B","B5","Principal","10+ years","MORTGAGE",86000,"Source Verified","Oct-2014","Fully Paid","n",NA,"","credit_card","Credit card refinancing","362xx","AL",30.52,0,"Jul-2004",0,NA,NA,7,0,33994,"94.4%",23,"f",0,0,14296.2198184768,14296.22,12000,2296.22,0,0,0,"Jan-2017",3868.41,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,199447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,NA,NA,NA,2,33241,2006,94.4,0,0,98,118,5,5,1,5,NA,NA,NA,0,4,4,4,9,8,5,14,4,7,0,0,0,2,100,100,0,0,214000,199447,36000,178000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"95455",95455,3606991,-2140141507,"3d",NA,2800,2800,2800,"36 months","12.29%",93.39,"C","C1","CSR","3 years","RENT",50000,"Source Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","330xx","FL",24.19,0,"Aug-2010",0,NA,NA,5,0,21774,"68.3%",8,"f",0,0,2908.76,2908.76,2800,108.76,0,0,0,"Feb-2016",2719.11,"","Sep-2016",0,NA,1,"Individual",NA,NA,"",0,0,56490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31900,NA,NA,NA,2,11298,8749,67,0,0,14,62,12,12,0,29,NA,10,NA,0,3,4,3,6,1,4,7,4,5,0,0,0,1,100,66.7,0,0,72184,56490,26500,40284,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"168728",168728,3761616,-2140141507,"3d",NA,35000,35000,35000,"60 months","12.69%",790.82,"C","C2","Associate Director Human Resources","5 years","MORTGAGE",150000,"Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","117xx","NY",15.36,0,"Aug-1982",1,29,NA,17,0,37348,"59.9%",38,"w",0,0,38564.56,38564.56,35000,3564.56,0,0,0,"Apr-2016",31496.53,"","Apr-2016",0,NA,1,"Individual",NA,NA,"",0,0,394019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62400,NA,NA,NA,7,23178,9531,77.1,0,0,111,394,6,6,5,6,NA,1,29,0,6,9,6,10,8,11,23,9,17,0,0,0,3,94.7,50,0,0,470209,90700,41600,58464,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"454238",454238,3495192,-2140141508,"3c",NA,10800,10800,10800,"36 months","16.24%",380.98,"C","C5","Office Manager","1 year","RENT",37000,"Source Verified","Feb-2014","Charged Off","n",NA,"Borrower added on 02/06/14 > Back in 2011 I open a few credit cards with Wells Fargo, Capital and Citi thinking that I would be able to better my credit but with the interest rate and all of them I cant keep up with the monthly payment. I needed to find a way to lower the payments and interests that I am paying.<br>","debt_consolidation","Debt consolidation","020xx","MA",30.17,2,"Jun-2002",0,7,NA,10,0,6238,"85.4%",35,"f",0,0,7904.9,7904.9,1206.31,698.59,0,6000,1039.9999999987,"Aug-2014",380.98,"","Nov-2017",0,61,1,"Individual",NA,NA,"",0,867,59805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,NA,NA,NA,5,5981,165,101,0,0,136,140,15,8,0,15,7,8,7,2,4,5,4,6,28,5,7,5,10,0,0,0,1,90.9,100,0,0,64667,59805,6000,57467,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"583647",583647,3144231,-2140141509,"3b",NA,3000,3000,3000,"36 months","6.62%",92.12,"A","A2","black diamond country club","7 years","MORTGAGE",38000,"Not Verified","Sep-2013","Fully Paid","n",NA,"Borrower added on 08/28/13 > To buy my 16 yr old daughter a car<br>","car","Personal","344xx","FL",12.32,0,"Oct-1994",0,47,NA,12,0,2501,"10.4%",36,"w",0,0,3241.62,3241.62,3000,241.62,0,0,0,"Apr-2015",1501.94,"","Apr-2015",0,47,1,"Individual",NA,NA,"",0,0,118486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,NA,NA,NA,4,13165,11902,11.8,0,0,132,230,2,2,4,2,NA,10,47,1,3,5,6,12,13,10,19,5,12,0,0,0,3,97,0,0,0,227759,17549,13500,20759,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"318493",318493,3342227,-2140141508,"3c",NA,10000,10000,10000,"36 months","13.98%",341.68,"C","C3","Trainer","2 years","RENT",34000,"Verified","Oct-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","335xx","FL",21.6,0,"Jul-2007",1,NA,NA,10,0,11721,"74.2%",10,"w",0,0,10837.32,10837.32,10000,837.32,0,0,0,"May-2015",8787.24,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,24115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15800,NA,NA,NA,8,2412,1282,87.8,0,0,26,22,7,7,0,7,NA,0,NA,0,6,8,6,6,1,8,8,8,10,0,0,0,2,100,83.3,0,0,33722,24115,10500,17759,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"428790",428790,3467082,-2140141508,"3c",NA,5975,5975,5975,"36 months","18.25%",216.77,"D","D3","QA Coordiantor","5 years","RENT",35000,"Verified","Mar-2014","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","344xx","FL",19.14,0,"Dec-1997",2,NA,NA,7,0,5958,"56%",11,"w",0,0,4234.16,4234.16,1062.48,671.68,0,2500,450,"Dec-2014",216.77,"","Nov-2017",0,28,1,"Individual",NA,NA,"",0,476,18003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10550,NA,NA,NA,5,2571,2000,78,0,0,18,195,2,2,0,4,NA,4,NA,0,3,6,5,5,1,6,10,4,7,NA,0,0,4,100,66.7,0,0,24677,18003,6000,14127,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"568409",568409,3127726,-2140141509,"3b",NA,7000,7000,7000,"36 months","11.99%",232.47,"B","B3","Corrugator Operator","4 years","MORTGAGE",74000,"Not Verified","Oct-2013","Fully Paid","n",NA,"","debt_consolidation","MakingEndsMeet","530xx","WI",3.47,1,"Feb-2003",1,15,NA,4,0,7328,"59.1%",15,"f",0,0,8368.7794517219,8368.78,7000,1368.78,0,0,0,"Oct-2016",232.32,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,211028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12400,NA,NA,NA,3,52757,4858,34.4,0,0,109,130,4,4,6,17,15,4,15,0,1,2,2,5,2,3,7,2,4,0,0,0,1,86,50,0,0,222853,7328,7400,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"304386",304386,3325780,-2140141508,"3c",NA,2000,2000,2000,"36 months","14.99%",69.33,"C","C5","Small Business","4 years","RENT",72000,"Not Verified","Oct-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","917xx","CA",6.63,0,"Mar-2008",0,24,NA,13,0,3189,"86.2%",18,"w",0,0,2494.9461403504,2494.95,2000,494.95,0,0,0,"Nov-2017",69.16,"","Nov-2017",0,24,1,"Individual",NA,NA,"",0,0,56944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700,NA,NA,NA,9,4380,360,89.1,0,0,42,79,7,7,0,12,27,12,27,4,3,4,3,6,9,4,8,4,13,0,0,0,4,77.8,100,0,0,61671,56944,3300,57971,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"741937",741937,4147992,-2140141505,"2016Q2",NA,12000,12000,12000,"36 months","11.99%",398.52,"C","C1","Family Nurse  Practitioner","2 years","MORTGAGE",150000,"Not Verified","Apr-2016","Fully Paid","n",NA,"","other","Other","935xx","CA",16.72,0,"Mar-1994",1,28,NA,23,0,35727,"49.7%",39,"w",0,0,12005.44,12005.44,12000,5.44,0,0,0,"Apr-2016",12021.43,"","Apr-2016",0,NA,1,"Individual",NA,NA,"",0,0,574165,2,NA,3,6,2,165061,106,3,4,5430,82,71900,2,0,5,10,24964,20433,51.1,0,0,120,265,5,2,4,12,NA,4,66,0,5,11,6,10,13,13,22,11,23,0,0,0,6,94.9,16.7,0,0,652271,200788,41800,193071,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"405784",405784,3441382,-2140141508,"3c",NA,8400,8400,8400,"36 months","8.39%",264.74,"A","A5","Director of Premium Services","8 years","MORTGAGE",77000,"Source Verified","May-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","276xx","NC",4.05,0,"Oct-1999",0,49,NA,11,0,4925,"18.6%",15,"w",0,0,8780.5076406169,8780.51,8400,380.51,0,0,0,"Dec-2014",7192.07,"","Dec-2014",0,NA,1,"Individual",NA,NA,"",0,0,4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26500,NA,NA,NA,2,448,12316,9.4,0,0,68,174,19,13,2,61,NA,NA,NA,0,2,8,4,4,2,11,11,8,11,0,0,0,0,93.3,0,0,0,26500,4925,13600,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"619306",619306,3182291,-2140141509,"3b",NA,10000,10000,10000,"36 months","15.80%",350.59,"C","C3","Community Cordinated Care for Children","1 year","RENT",30000,"Not Verified","Jun-2013","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","328xx","FL",20.63,0,"Oct-2005",1,NA,NA,17,0,9721,"54%",22,"f",0,0,11896.4223298057,11896.42,10000,1896.42,0,0,0,"Dec-2014",5940.94,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,50194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,12,2953,1338,87.4,0,0,54,92,22,5,0,22,NA,5,NA,0,4,5,5,8,10,8,12,5,17,0,0,0,4,100,80,0,0,64721,50194,10600,46721,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"657042",657042,3221798,-2140141509,"3b",NA,9450,9450,9450,"36 months","18.49%",343.97,"D","D2","Beacon Redevelopment","4 years","RENT",55000,"Not Verified","Jan-2013","Charged Off","n",NA,"","credit_card","refinance high interest credit cards","156xx","PA",10.25,0,"Jun-2007",2,NA,NA,8,0,9662,"66.3%",10,"f",0,0,3856.6,3856.6,1673.36,1075.44,0,1107.8,11.0483999996,"Sep-2013",343.97,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,15449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13100,NA,NA,NA,5,1931,3138,68.7,0,0,NA,68,2,2,0,2,NA,2,NA,0,5,5,6,8,0,7,9,5,8,0,0,0,4,100,33.3,0,0,18887,15449,12800,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"423249",423249,3460892,-2140141508,"3c",NA,15000,15000,15000,"36 months","19.99%",557.38,"E","E1","Web Developer","1 year","RENT",60000,"Source Verified","Apr-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","919xx","CA",32.15,0,"May-1975",4,74,NA,16,0,22811,"69.3%",19,"f",0,0,15968.4221231147,15968.42,15000,968.42,0,0,0,"Aug-2014",14296.28,"","Jun-2017",0,NA,1,"Individual",NA,NA,"",0,0,59126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32900,NA,NA,NA,7,3695,4490,81.6,0,0,18,467,4,4,0,31,74,5,74,0,8,11,8,10,3,13,16,11,16,0,0,0,2,94.7,75,0,0,78713,59126,24400,45813,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"145400",145400,3715576,-2140141507,"3d",NA,8000,8000,8000,"36 months","12.69%",268.36,"C","C2","Chief Mechanic","< 1 year","MORTGAGE",59000,"Not Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","770xx","TX",25.29,1,"Jan-2007",0,3,102,15,1,5004,"36.3%",27,"f",0,0,9053.2100000114,9053.21,8000,1053.21,0,0,0,"Nov-2016",5301.81,"","Nov-2017",1,55,1,"Individual",NA,NA,"",0,1918,172043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13800,NA,NA,NA,6,11470,2889,48.4,0,0,99,41,2,2,1,2,NA,14,NA,8,5,8,5,5,15,9,10,8,15,0,0,0,3,70.4,20,1,0,197256,45089,5600,50595,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"200417",200417,3820748,-2140141507,"3d",NA,20100,20100,20100,"60 months","12.69%",454.16,"C","C2","teacher","10+ years","MORTGAGE",67000,"Source Verified","Apr-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","335xx","FL",23.82,0,"Aug-1988",0,NA,NA,21,0,35607,"48.9%",33,"w",0,0,7577.36,7577.36,3348.05,2541.86,0,1687.45,303.741,"May-2016",454.16,"","Dec-2016",0,NA,1,"Individual",NA,NA,"",0,0,200034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72800,NA,NA,NA,5,10528,18694,56.3,0,0,158,320,16,5,5,21,NA,21,NA,0,3,10,7,11,3,18,25,10,21,0,0,0,1,100,20,0,0,244134,54900,42800,19584,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"549853",549853,3107745,-2140141509,"3b",NA,15000,15000,15000,"36 months","19.52%",553.8,"D","D4","c.n.a.","9 years","RENT",48000,"Not Verified","Dec-2013","Charged Off","n",NA,"Borrower added on 11/19/13 > I have too many cards  want to organize so I can budget<br>","debt_consolidation","debt consolidation","891xx","NV",18.68,0,"Mar-2005",3,NA,NA,12,0,17350,"49.2%",18,"f",0,0,10577.29,10577.29,5609.81,3250.73,0,1716.75,308.9682,"Apr-2015",553.8,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,29872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35300,NA,NA,NA,5,2987,10385,54.3,0,0,3,104,4,3,0,14,NA,3,NA,0,4,8,4,9,2,10,16,8,12,0,0,0,3,100,50,0,0,48034,29872,22700,12734,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"495145",495145,4001646,-2140141506,"2016Q1",NA,11000,11000,11000,"36 months","6.49%",337.09,"A","A2","General Manager","4 years","RENT",88000,"Not Verified","Feb-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","112xx","NY",10.01,0,"May-2006",0,NA,NA,7,0,8037,"29.1%",8,"w",0,0,11679.0704235843,11679.07,11000,679.07,0,0,0,"Mar-2017",7637.96,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,0,20514,0,NA,1,1,11,12477,78,1,1,6220,47,27600,0,0,0,2,2931,17385,29.3,0,0,11,117,8,8,0,31,NA,21,NA,0,2,3,5,6,1,6,7,3,7,0,0,0,2,100,20,0,0,43600,20514,24600,16000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"706481",706481,3271645,-2140141509,"3b",NA,7000,7000,7000,"36 months","9.76%",225.09,"B","B1","U S Postal Service","10+ years","MORTGAGE",66000,"Source Verified","Mar-2012","Fully Paid","n",NA,"","credit_card","Government worker paying credit cards","445xx","OH",17.64,0,"May-1998",0,NA,NA,10,0,23084,"83.3%",33,"f",0,0,8102.0800013243,8102.08,7000,1102.08,0,0,0,"Mar-2015",455.29,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"336443",336443,3363012,-2140141508,"3c",NA,20000,20000,20000,"60 months","14.49%",470.47,"C","C4","Underground Coal Miner","1 year","MORTGAGE",75000,"Source Verified","Sep-2014","Fully Paid","n",NA,"","credit_card","Credit card refinancing","439xx","OH",24.66,5,"Sep-1995",0,16,NA,19,0,27471,"81.8%",54,"w",0,0,25179.7,25179.7,20000,5179.7,0,0,0,"Oct-2016",13888.42,"","Oct-2016",0,16,1,"Individual",NA,NA,"",0,0,82527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33600,NA,NA,NA,3,5158,141,99.3,0,0,131,227,21,9,0,51,NA,9,NA,0,2,4,4,10,30,6,24,4,19,0,0,5,1,90.2,100,0,0,93443,82527,20200,59843,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"284568",284568,3302186,-2140141508,"3c",NA,7750,7750,7750,"36 months","17.86%",279.64,"D","D5","","n/a","RENT",15600,"Verified","Nov-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","324xx","FL",35.69,0,"May-2007",1,NA,NA,7,0,8397,"44.2%",11,"w",0,0,10052.7168191742,10052.72,7750,2302.72,0,0,0,"Oct-2017",560.34,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,61,11123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,NA,NA,NA,6,1589,2148,69.7,0,0,90,56,7,7,0,7,NA,1,NA,0,2,5,2,3,4,6,7,5,7,0,0,0,2,100,50,0,0,24891,11123,7100,5891,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"151851",151851,3728528,-2140141507,"3d",NA,12000,12000,12000,"60 months","13.99%",279.16,"C","C4","coordinator","2 years","RENT",47500,"Source Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","770xx","TX",8.19,0,"Sep-2002",0,34,NA,13,0,8448,"48%",29,"w",0,0,14401.1939351432,14401.19,12000,2401.19,0,0,0,"Feb-2017",9385.64,"","Jul-2017",1,34,1,"Individual",NA,NA,"",0,550,16677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17600,NA,NA,NA,3,1668,2552,76.8,0,0,154,130,7,7,0,7,NA,NA,NA,3,3,3,4,8,15,8,14,3,13,0,0,0,1,89.7,33.3,0,0,28350,16677,11000,10750,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"157289",157289,3739135,-2140141507,"3d",NA,20000,20000,19950,"36 months","21.99%",763.71,"F","F1","Certified Welder Inspector","10+ years","MORTGAGE",125000,"Source Verified","Jul-2015","Charged Off","n",NA,"","home_improvement","Home improvement","763xx","TX",3.74,1,"Mar-2001",4,5,NA,10,0,9041,"55.5%",13,"f",0,0,3302.99,3294.73,801.7,1263.1,38.19,1200,216,"Mar-2016",600,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,385,177141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,NA,NA,NA,9,17714,4101,66.7,0,0,NA,26,0,0,2,3,NA,0,NA,0,4,5,5,6,0,8,10,5,10,0,0,0,3,100,60,0,0,201184,36823,12300,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"407409",407409,3443210,-2140141508,"3c",NA,2800,2800,2800,"36 months","11.99%",92.99,"B","B3","Manager","2 years","MORTGAGE",43400,"Not Verified","May-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","292xx","SC",18.47,0,"Oct-2006",1,46,NA,8,0,2715,"18.3%",13,"w",0,0,3201.74,3201.74,2800,401.74,0,0,0,"Nov-2015",1620.91,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,130008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,NA,NA,NA,5,16251,2585,51.2,0,0,81,90,22,6,1,22,NA,6,46,0,1,1,2,3,6,4,6,1,8,0,0,0,2,92.3,50,0,0,146817,32051,5300,33217,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"571222",571222,3130793,-2140141509,"3b",NA,5500,5500,5500,"36 months","23.10%",213.2,"E","E4","journeymen operator","5 years","RENT",62500,"Not Verified","Oct-2013","Charged Off","n",NA,"Borrower added on 10/01/13 > There's no story,  just easier to pay one bill instead of 5. In the 2yrs I started working on my credit i've missed no payments &amp; have no late payments.<br>","debt_consolidation","lending club","080xx","NJ",8.68,0,"Oct-1996",2,NA,NA,6,0,5010,"87.9%",7,"f",0,0,2172.53,2172.53,795.46,695.74,0,681.33,6.8013,"May-2014",213.2,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,16228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5700,NA,NA,NA,6,2705,391,89.7,0,0,21,206,1,1,0,2,NA,1,NA,0,3,5,3,4,1,5,6,5,6,0,0,0,4,100,100,0,0,21361,16228,3800,15661,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"92661",92661,3600610,-2140141507,"3d",NA,30400,30400,30400,"36 months","9.99%",980.78,"B","B3","Sr Systems Administrator","4 years","MORTGAGE",170000,"Verified","Oct-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","945xx","CA",28.4,0,"Mar-1987",1,51,48,10,2,26977,"75%",24,"w",0,0,12127.66,12127.66,7555.76,2235.17,0,2336.73,420.6114,"Aug-2016",980.78,"","Feb-2017",0,51,1,"Individual",NA,NA,"",0,0,128564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31400,NA,NA,NA,6,14285,3622,78.8,0,0,158,340,11,5,1,63,NA,0,52,2,3,4,4,9,10,5,12,4,10,0,0,0,2,91.3,66.7,0,2,156882,128564,30500,120342,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
